id,ลำดับ,ประมาณการติดตั้ง Solar cell,KW_PK,ตรวจสอบสถานที่,ชื่อโรงเรียน,ที่อยู่,ชื่อตำบล,ชื่ออำเภอ,ชื่อจังหวัด,รหัสไปรษณีย์,จำนวนนักเรียน,ภาค,สังกัด,เขต,กฟภ,อัตรา,CA,Status,status_date,activity,activity_date,การติดต่อ 15%,การเจรจา 30%,ความสนใจ 30%,กำลังติดตั้ง 25%,Score 10คะแนน,การดำเนินงาน,E-mail,วันที่ดำเนินการ,ดำเนินการโดย,ชื่อผู้ประสานงานโรงเรียน,ตำแหน่ง,เบอร์ติดต่อผู้ประสานงาน,ชื่อผู้อำนวยการโรงเรียน,เบอร์ติดต่อ ผอ.,ค่าฟ้าเฉลี่ย/เดือน,สถานะดำเนินการของ กฟภ.,ผู้ลงทุน,กลุ่มขนาดติดตั้ง,ชื่อผู้ติดต่อสังกัดสถานศึกษา,เบอร์โทรองค์กรสังกัดสถานศึกษา,เลขที่,วันที่,เลขที่ ศธ,วันที่ตอบกลับ,เลขที่ใบปะหน้า,วันที่ใบปะหน้า,เลขที่หนังสือ,วันที่หนังสือ,เลขที่ ศธ ข้อเสนอ,วันที่ข้อเสนอ,Simulation,ข้อเสนอโครงการ,ข้อเสนอโครงการที่ออกจาก PEA,PEA,Focus,อาจารย์โจ้,check,Latitude,Longitude,chk,statusArr,activityArr,meterArr,รวมKW_PK,ความเข้าใจในโมเดล ESCO (10%),ระดับความร่วมมือของโรงเรียน (10%),การตัดสินใจและอำนาจภายใน (10%),ความพร้อมในการให้ข้อมูล (10%),การค้างค่าไฟฟ้า (10%),หมายเหตุของโรงเรียน,พื้นที่ติดตั้งที่มีอยู่ (10%),สภาพวัสดุมุงหลังคา (10%),สภาพโครงสร้าง (10%),จุดเชื่อมต่อและการเดินสายไฟ (10%),การเข้าถึงหน้างาน (10%),หมายเหตุของพื้นที่,รวมคะแนน,link หนังสือเชิญ,link หนังสือตอบรับข้อเสนอ,link ข้อเสนอโครงการ,
962,1048,80,78.42,,โรงเรียนอนุบาลดารณีท่าบ่อ,,ท่าบ่อ,ท่าบ่อ,หนองคาย,43110,1212,ตะวันออกเฉียงเหนือ,สพป.หนองคาย,1,กฟฉ.1,3124,20014439604,,,,,,,,,,,,,,,,,,,48926.52,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,17.8483238,102.5816658,File original,,,,,,,,,,,,,,,,,,,,,
963,1055,70,61.01,,โรงเรียนสุวรรณคูหาพิทยาสรรค์,,สุวรรณคูหา,สุวรรณคูหา,หนองบัวลำภู,39270,1282,ตะวันออกเฉียงเหนือ,สพม.เลย หนองบัวลำภู,,กฟฉ.1,3124,20015466081,,,,,,,,,,,,,,,,,,,52796.58,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,17.5677622,102.280373,File original,,,,,,,,,,,,,,,,,,,,,
964,1062,70,64.71,,โรงเรียนสามโก้วิทยาคม,,สามโก้,สามโก้,อ่างทอง,14160,596,กลาง,สพม. สิงห์บุรี อ่างทอง,,กฟก.1,3124,20000845662,,,,,,,,,,,,,,,,,,,47101.62,,SJP,เล็ก,,,,,,,,,,,,,,,,,,,,14.599573,100.262883,File original,,,"[{""ca"":""20000845662"",""kw_pk"":""69.3"",""rate"":""3124""}]",69.30,,,,,,,,,,,,,0,,,,
965,1065,170,162,YES,โรงเรียนปทุมราชวงศา,,นาหว้า,ปทุมราชวงศา,อำนาจเจริญ,37110,2190,ตะวันออกเฉียงเหนือ,สพม.อุบลราชธานี อำนาจเจริญ,,กฟฉ.2,3124,20012248039,ไม่สนใจ-มีเจ้าอื่นเข้าแล้ว,,,,,,,,#VALUE!,ทำกับ กฟน.,,,หมิง,,,081 725 6794,,,"126,475",,#N/A,,,,,,,,,,,,,,,,,1,,,ไม่ซ้ำ,15.885381,104.919694,"File Phat,add","[{""status"":""ไม่สนใจ-มีเจ้าอื่นเข้าแล้ว"",""date"":""""}]",,"[{""ca"":""20012248039"",""kw_pk"":""161.28"",""rate"":""3124""}]",161.28,,,,,,,,,,,,,0,,,,
966,1067,90,85.13,,โรงเรียนราชประชานุเคราะห์ ๕๔,,โนนหนามแท่ง,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,ไม่พบ,ตะวันออกเฉียงเหนือ,สศศ.,,กฟฉ.2,3124,20012190435,,,,,,,,,,,,,,,,,,,110134.12,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,15.9085789,104.6248174,File original,,,,,,,,,,,,,,,,,,,,,
967,1068,80,73.8,,โรงเรียนกุงเจริญพิทยาคม,,หัวนาคำ,ศรีธาตุ,อุดรธานี,41230,ไม่พบ,ตะวันออกเฉียงเหนือ,อบจ.,,กฟฉ.1,3124,20014466392,,,,,,,,,,,,,,,,,,,56135.17,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,17.0763801,103.25238,File original,,,,,,,,,,,,,,,,,,,,,
968,1070,140,138.82,NO,โรงเรียนกุมภวาปี,,กุมภวาปี,กุมภวาปี,อุดรธานี,41110,2402,ตะวันออกเฉียงเหนือ,สพม.อุดรธานี,,กฟฉ.1,3124,20015340761,ไม่สนใจ-มีเจ้าอื่นเข้าแล้ว,,,,,,,,#VALUE!,kumphawapi@kwp.ac.th,kumphawapi@kwp.ac.th,,หมิง,,,0-4233-4687,,,"95,074",,#N/A,,,,,,,,,,,,,,Nop,,,1,,,ไม่ซ้ำ,17.1029841,103.0091111,File Phat,"[{""status"":""ไม่สนใจ-มีเจ้าอื่นเข้าแล้ว"",""date"":""""}]",,"[{""ca"":""20015340761"",""kw_pk"":""120.96"",""rate"":""3124""}]",120.96,,,,,,,,,,,,ติดตั้งแล้ว,0,,,,
969,1071,130,129.03,YES,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ อุดรธานี,,บ้านผือ,บ้านผือ,อุดรธานี,41160,2616,ตะวันออกเฉียงเหนือ,สพม.อุดรธานี,,กฟฉ.1,3124,20014941707,สนใจ,,,,,,,,#VALUE!,ส่งหนังสือเชิญ tupud@tupud.ac.th,tupud@tupud.ac.th,,หมิง,,,042-281279,,,"128,433",,#N/A,,,,,,,,,,,,,,Nop,,,1,,,ไม่ซ้ำ,17.686676,102.486035,"File Phat,add","[{""status"":""สนใจ"",""date"":""""}]",,"[{""ca"":""20014941707"",""kw_pk"":""151.2"",""rate"":""3124""}]",151.20,,,,,,,,,,,,,0,,,,
970,1072,80,73.31,,โรงเรียนเทศบาล 1หนองใส,รร.เทศบาล 1 หนองใส รร.เทศบาล 1 หนองใส,หนองบัว,เมืองอุดรธานี,อุดรธานี,41000,ไม่พบ,ตะวันออกเฉียงเหนือ,เทศบาลนคร,,กฟฉ.1,3124,20019799709,,,,,,,,,,,,,,,,,,,48028.32,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,17.4141312,102.8533257,File original,,,,,,,,,,,,,,,,,,,,,
971,1073,70,62.87,,โรงเรียนน้ำซึมพิทยาคม,,หนองแวง,น้ำโสม,อุดรธานี,41210,ไม่พบ,ตะวันออกเฉียงเหนือ,อบจ.,,กฟฉ.1,3124,20016096731,,,,,,,,,,,,,,,,,,,54946.65,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,17.8063059,102.2759287,File original,,,,,,,,,,,,,,,,,,,,,
972,1077,130,121.94,YES,โรงเรียนประจักษ์ศิลปาคาร,,หนองบัว,เมืองอุดรธานี,อุดรธานี,41000,2100,ตะวันออกเฉียงเหนือ,สพม.อุดรธานี,,กฟฉ.1,3124,20015877798,ไม่สนใจ-มีเจ้าอื่นเข้าแล้ว,,,,,,,,#VALUE!,ทำกับ กฟน.,,,หมิง,,,042-110229,,,"170,126",,#N/A,,,,,,,,,,,,,,Nop,,,1,,,ไม่ซ้ำ,17.3933728,102.827683,File Phat,"[{""status"":""ไม่สนใจ-มีเจ้าอื่นเข้าแล้ว"",""date"":""""}]",,"[{""ca"":""20015877798"",""kw_pk"":""201.6"",""rate"":""3124""}]",201.60,,,,,,,,,,,,,0,,,,
973,1080,100,95.46,YES,โรงเรียนวังสามหมอวิทยาคาร,,วังสามหมอ,วังสามหมอ,อุดรธานี,41280,1282,ตะวันออกเฉียงเหนือ,สพม.อุดรธานี,,กฟฉ.1,3124,20014991240,ไม่สนใจ-มีเจ้าอื่นเข้าแล้ว,,,,,,,,#VALUE!,ทำกับ กฟน.,,,หมิง,,,0423-8759-3,,,"42,844",,#N/A,,,,,,,,,,,,,,Nop,,,1,,,ไม่ซ้ำ,16.9604727,103.4384102,File Phat,"[{""status"":""ไม่สนใจ-มีเจ้าอื่นเข้าแล้ว"",""date"":""""}]",,"[{""ca"":""20014991240"",""kw_pk"":""40.32"",""rate"":""3124""}]",40.32,,,,,,,,,,,,,0,,,,
974,1081,120,112.34,YES,โรงเรียนศรีธาตุพิทยาคม,,ศรีธาตุ,ศรีธาตุ,อุดรธานี,41230,1704,ตะวันออกเฉียงเหนือ,สพม.อุดรธานี,,กฟฉ.1,3124,20014472280,สนใจ,,,,,,,,#VALUE!,ส่งหนังเชิญทางไปรษณีย์,,,หมิง,,,099-9275749,,,"79,644",,#N/A,,,,,,,,,,,,,,Nop,,,1,,,ไม่ซ้ำ,16.9731576,103.2187833,File Phat,"[{""status"":""สนใจ"",""date"":""""}]",,"[{""ca"":""20014472280"",""kw_pk"":""113.40"",""rate"":""3124""}]",113.40,,,,,,,,,,,,,0,,,,
975,1088,70,63.47,,โรงเรียนตรอนตรีสินธุ์,,บ้านแก่ง,ตรอน,อุตรดิตถ์,53140,743,เหนือ,สพม.พิษณุโลก อุตรดิตถ์,,กฟน.2,3124,20010339642,,,,,,,,,,,,,,,,,,,48194.5,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,17.4477405,100.1459884,File original,,,,,,,,,,,,,,,,,,,,,
976,1090,70,64.12,,โรงเรียนท่าปลาประชาอุทิศ,ม.1,ท่าปลา,ท่าปลา,อุตรดิตถ์,53150,660,เหนือ,สพม.พิษณุโลก อุตรดิตถ์,,กฟน.2,3124,20010368553,,,,,,,,,,,,,,,,,,,53575.62,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,17.7880472,100.3791256,File original,,,,,,,,,,,,,,,,,,,,,
977,1091,80,70.28,,โรงเรียนเทศบาลศรีพนมมาศพิทยากร,,ศรีพนมมาศ,ลับแล,อุตรดิตถ์,53130,ไม่พบ,เหนือ,เทศบาลตำบล,,กฟน.2,3124,20010677013,,,,,,,,,,,,,,,,,,,49362.87,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,17.6517036,100.0387632,File original,,,,,,,,,,,,,,,,,,,,,
978,1092,60,56.53,,โรงเรียนเทศบาลหัวดง,ม.3,แม่พูล,ลับแล,อุตรดิตถ์,53130,ไม่พบ,เหนือ,เทศบาลตำบล,,กฟน.2,3124,20010687213,,,,,,,,,,,,,,,,,,,59422.95,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,17.6983682,100.0176591,File original,,,,,,,,,,,,,,,,,,,,,
979,1093,70,62.97,,โรงเรียนน้ำปาดชนูปถัมภ์,ม.4,แสนตอ,น้ำปาด,อุตรดิตถ์,53110,801,เหนือ,สพม.พิษณุโลก อุตรดิตถ์,,กฟน.2,3124,20009524116,,,,,,,,,,,,,,,,,,,47226.83,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,17.7240035,100.6749314,File original,,,,,,,,,,,,,,,,,,,,,
980,1097,110,101.15,,โรงเรียนทัพทันอนุสรณ์,ม.8,ทัพทัน,ทัพทัน,อุทัยธานี,61120,851,กลาง,สพม.อุทัยธานี ชัยนาท,,กฟน.3,3124,20006031783,,,,,,,,,,,,,,,,,,,71631.86,#N/A,SJP,กลางเล็ก,,,,,,,,,,,,,,,,,,,,15.4721218,99.887175,File original,,,,,,,,,,,,,,,,,,,,,
981,1099,80,72.06,,โรงเรียนสว่างอารมณ์วิทยาคม,,สว่างอารมณ์,สว่างอารมณ์,อุทัยธานี,61150,546,กลาง,สพม.อุทัยธานี ชัยนาท,,กฟน.3,3124,20006815548,,,,,,,,,,,,,,,,,,,53381.86,#N/A,SJP,เล็ก,,,,,,,,,,,,,,,,,,,,15.5865354,99.8448104,File original,,,,,,,,,,,,,,,,,,,,,
982,1102,90,88.02,,โรงเรียนอนุบาลลานสัก,ม.2,ลานสัก,ลานสัก,อุทัยธานี,61160,917,กลาง,สพป.อุทัยธานี,2,กฟน.3,3124,20006028223,,,,,,,,,,,,,,,,,,,56535.96,#N/A,SJP,เล็ก,,,,,,,,,,,,,,,,,,,,15.467883,99.5413084,File original,,,,,,,,,,,,,,,,,,,,,
983,1106,70,63.18,,โรงเรียนกุดข้าวปุ้นวิทยา,,ข้าวปุ้น,กุดข้าวปุ้น,อุบลราชธานี,34270,876,ตะวันออกเฉียงเหนือ,สพม.อุบลราชธานี อำนาจเจริญ,,กฟฉ.2,3124,20011365636,,,,,,,,,,,,,,,,,,,50177.29,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,15.7839425,105.0001437,File original,,,,,,,,,,,,,,,,,,,,,
984,1113,90,80.99,,โรงเรียนเทศบาลบ้านหนองตาโผ่น(มิตรภ,,วารินชำราบ,วารินชำราบ,อุบลราชธานี,34190,ไม่พบ,ตะวันออกเฉียงเหนือ,เทศบาลเมือง,,กฟฉ.2,3124,20012562096,,,,,,,,,,,,,,,,,,,60637.69,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,15.1855634,104.8561199,File original,,,,,,,,,,,,,,,,,,,,,
985,1114,100,96.96,YES,โรงเรียนเทศบาลบูรพาอุบล,,ในเมือง,เมืองอุบลราชธานี,อุบลราชธานี,34000,ไม่พบ,ตะวันออกเฉียงเหนือ,เทศบาลเมือง,,กฟฉ.2,3124,20012561694,ติดต่อใหม่-ไม่มีคนรับสาย,,,,,,,,#VALUE!,burapapr2020@gmail.com,burapapr2020@gmail.com,,หมิง,,,045 254 669,,,"65,766",,#N/A,,,,,,,,,,,,,,,,,1,,,ไม่ซ้ำ,15.2273102,104.8674893,File Phat,"[{""status"":""ติดต่อใหม่-ไม่มีคนรับสาย"",""date"":""""}]",,"[{""ca"":""20012561694"",""kw_pk"":""80.64"",""rate"":""3124""}]",80.64,,,,,,,,,,,,,0,,,,
986,1115,120,115.6,,โรงเรียนเทศบาลวารินวิชาชาติ,,วารินชำราบ,วารินชำราบ,อุบลราชธานี,34190,ไม่พบ,ตะวันออกเฉียงเหนือ,เทศบาลเมือง,,กฟฉ.2,3124,20012562017,สนใจ,,,,,,,,#VALUE!,ส่งหนังสือเชิญ school@wichachart.ac.th,school@wichachart.ac.th,,หมิง,,,045 321 362,,,"42,497",,#N/A,,,,,,,,,,,,,,,,,1,,,ไม่ซ้ำ,15.1981009,104.8654662,File Phat,"[{""status"":""สนใจ"",""date"":""""}]",,"[{""ca"":""20012562004"",""kw_pk"":""40.32"",""rate"":""3124""}]",40.32,,,,,,,,,,,,,0,,,,
987,1116,140,135.14,,โรงเรียนเทศบาลแสนสุข,,แสนสุข,วารินชำราบ,อุบลราชธานี,34190,ไม่พบ,ตะวันออกเฉียงเหนือ,เทศบาลเมือง,,กฟฉ.2,3124,20012567454,สนใจ,,,,,,,,#VALUE!,จัดส่งทาง FB,,,หมิง,,,045-953026,,,"93,025",,#N/A,,,,,,,,,,,,,,,,,1,,,ไม่ซ้ำ,15.1831333,104.8698553,File Phat,"[{""status"":""สนใจ"",""date"":""""}]",,"[{""ca"":""20012567454"",""kw_pk"":""161.28"",""rate"":""3124""}]",161.28,,,,,,,,,,,,,0,,,,
988,1120,120,117.94,NO,โรงเรียนน้ำยืนวิทยา,,สีวิเชียร,น้ำยืน,อุบลราชธานี,34260,1819,ตะวันออกเฉียงเหนือ,สพม.อุบลราชธานี อำนาจเจริญ,,กฟฉ.2,3124,20011141841,ติดต่อใหม่-เบอร์ติดต่อไม่ได้,,,,,,,,#VALUE!,dmc.nw@namyuenwit.ac.th,dmc.nw@namyuenwit.ac.th,,หมิง,,,045-959970,,,"85,580",,#N/A,,,,,,,,,,,,,,Pla,,,1,,,ไม่ซ้ำ,14.4966972,104.997626,File Phat,"[{""status"":""ติดต่อใหม่-เบอร์ติดต่อไม่ได้"",""date"":""""}]",,"[{""ca"":""20011141841"",""kw_pk"":""120.96"",""rate"":""3124""}]",120.96,,,,,,,,,,,,,0,,,,
989,1126,70,60.06,,โรงเรียนอ่างศิลา,,อ่างศิลา,พิบูลมังสาหาร,อุบลราชธานี,34110,907,ตะวันออกเฉียงเหนือ,สพม.อุบลราชธานี อำนาจเจริญ,,กฟฉ.2,3124,20012198232,,,,,,,,,,,,,,,,,,,49544.9,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,13.3337148,100.9336153,File original,,,,,,,,,,,,,,,,,,,,,
990,369,30,27.46,,บ้านพัก โรงเรียนทหารการสัตว์กรมการสัตว์ทหารบก,บ้านพักโรงเรียนทหารการสัตว์ ม.13,พรหมณี,เมืองนครนายก,นครนายก,26000,ไม่พบ,กลาง,กองทัพบก,,กฟก.1,2214,20021208401,,,,,,,,,,,,,,,,,,,47027.18,#N/A,SJP,เล็ก,,,,,,,,,,,,,,,,,,,,14.2849108,101.1877057,File original,,,,,,,,,,,,,,,,,,,,,
991,1,,,YES,โรงเรียนจันทร์ประดิษฐารามวิทยาคม,111 เพชรเกษม 48,บางด้วน,เขตภาษีเจริญ,กรุงเทพมหานคร,10160,2035,กลาง,สพม.กรุงเทพมหานคร,1,กฟภ.,,,,,,,,,,,,โทรไม่รับ 29/07/68,jpv10160@chanpradit.ac.th,,,,,,,,#N/A,,SJP,,,,,,,,,,,,,,,,,,,,,,,File original,,,,,,,,,,,,,,,,,0,,,,
992,2,,,YES,โรงเรียนชิโนรสวิทยาลัย,45,บ้านช่างหล่อ,เขตบางกอกน้อย,กรุงเทพมหานคร,10700,1789,กลาง,สพม.กรุงเทพมหานคร,1,กฟภ.,,,ติดต่อไม่ได้-ส่งหนังสือเชิญทางอีเมลล์,,ส่งหนังสือเชิญแล้ว-อีเมลล์,,7,7,7,3.5,6.1,ไม่มีคนรับ/cnr2544@hotmail.com,cnr2544@hotmail.com,17-21 Mar,,,,,,,200000,,,,นายอดุลย์ศักดิ์ บุญอเนก,02-410-2044 / 02-354-3884,,,,,,,,,,,,,,,M000242,,ไม่ซ้ำ,,,File Phat,"[{""status"":""ติดต่อไม่ได้-ส่งหนังสือเชิญทางอีเมลล์"",""date"":""""}]","[{""activity"":""ส่งหนังสือเชิญแล้ว-อีเมลล์"",""date"":""""}]",,,,,,,,,,,,,,,0,,,,
993,3,,,YES,โรงเรียนไชยฉิมพลีวิทยาคม,39/1 หมู่ 6 ซอย 48 ถนนเพชรเกษม,บางแวก,ภาษีเจริญ,กรุงเทพมหานคร,10160,308,กลาง,สพม.กรุงเทพมหานคร,1,กฟภ.,,,,,,,,,,,,"นัดให้เข้าพบ ขอเป็นสัปดาห์ที่ 3 เดือน มิ.ย. (ค่าไฟน้อย 60,000-70,000)",,30-05-68,หมิง,นางสาวสุรภี อุ้ยนอง,,092-2468894,,,#N/A,#N/A,SJP,,,,,,,,,,,,,,,,,,,,,,,File original,,,,,,,,,,,,,,,,,,,,,
994,4,,,YES,โรงเรียนดอนเมืองจาตุรจินดา,153/34 หมู่1 เชิดวุฒากาศ 5,ดอนเมือง,เขตดอนเมือง,กรุงเทพมหานคร,10210,1093,กลาง,สพม.กรุงเทพมหานคร,2,กฟภ.,,,สนใจ,,ส่งหนังสือเชิญแล้ว-ไปรษณีย์,,7,7,7,0,5.3,ส่งหนัังสือเชิญไปที่ฝ่ายบริหารทั่วไป/ไม่รับสาย,,17-21 Mar,,,,,,02-565-3725-6,ไม่มีค่าไฟ,,,,ดร.นภาพร พงษ์ขัน,02-930-4490-92,,,,,,,,,,,,,,,M000233,,ไม่ซ้ำ,,,File Phat,,,,,,,,,,,,,,,,,,,,,
995,5,300,300,YES,โรงเรียนดอนเมืองทหารอากาศบำรุง,337 หมู่ 7 เชิดวุฒากาศ,สีกัน,เขตดอนเมือง,กรุงเทพมหานคร,10210,2409,กลาง,สพม.กรุงเทพมหานคร,2,กฟภ.,,,สนใจ,,ส่งหนังสือเชิญแล้ว-ไปรษณีย์,,7,8,8,6,7.4,ส่งหนังสือเชิญเข้าไป /รอเช็คเอกสาร,,17-21 Mar,ออมสิน,,,,,091-7169982 ครูชัยณรง,300000,,,,ดร.นภาพร พงษ์ขัน,02-930-4490-92,,,,,,,,,,,,,,,M000234,,ไม่ซ้ำ,,,File Phat,,,,,,,,,,,,,,,,,,,,,
